iter	Logloss
202	0.3693196287
203	0.3691558261
204	0.3687454831
205	0.3682734559
206	0.3679293214
207	0.3678794082
208	0.3677037197
209	0.3674729268
210	0.3672631924
211	0.3668878097
212	0.3666732173
213	0.3664397599
214	0.3661737673
215	0.3660187869
216	0.3658351809
217	0.3655884813
218	0.3653354413
219	0.3651072891
220	0.3648868411
221	0.3647724761
222	0.3644172673
223	0.3640791602
224	0.3637972295
225	0.3635081643
226	0.3632255802
227	0.3629966757
228	0.3627619922
229	0.3625810917
230	0.3623295765
231	0.3620337853
232	0.3618769962
233	0.3617171817
234	0.3614966438
235	0.3613978906
236	0.3612131502
237	0.3610555422
238	0.3608598586
239	0.3604518464
240	0.3602972416
241	0.3600895323
242	0.3599641167
243	0.3597687143
244	0.3595544953
245	0.3592042997
246	0.3590187947
247	0.3589215907
248	0.358683861
249	0.3584348346
250	0.3580645972
251	0.3577095825
252	0.3575509463
253	0.3572843782
254	0.3570805197
255	0.3570639079
256	0.3568824905
257	0.3567161554
258	0.3563035444
259	0.356220323
260	0.3560495714
261	0.3559432806
262	0.3557196093
263	0.3556382973
264	0.355535062
265	0.355244646
266	0.3550173098
267	0.3549113233
268	0.3545822055
269	0.3544101777
270	0.3541949955
271	0.3540278131
272	0.3538518657
273	0.3535992389
274	0.3533050628
275	0.3531418001
276	0.3529065839
277	0.3527908098
278	0.3525877846
279	0.3523612237
280	0.3521883982
281	0.3519476214
282	0.3517036887
283	0.3516270107
284	0.3515504498
285	0.3514274218
286	0.3511224188
287	0.350848988
288	0.3505248993
289	0.3503973098
290	0.3503170899
291	0.3501839033
292	0.3500553112
293	0.3498685434
294	0.3496756053
295	0.3495570109
296	0.3493194978
297	0.349220381
298	0.3489589694
299	0.3486679482
300	0.3484166449
301	0.3481808782
302	0.3480173686
303	0.3476926643
304	0.3475647527
305	0.3474316387
306	0.347027487
307	0.3469480871
308	0.3468631383
309	0.3466707047
310	0.3464571683
311	0.3462506643
312	0.3460649337
313	0.3459017498
314	0.345706082
315	0.3454742388
316	0.3453363364
317	0.3449258516
318	0.3447381193
319	0.3446252895
320	0.3443600271
321	0.3441648477
322	0.3438790995
323	0.3437761811
324	0.343552409
325	0.3433802172
326	0.3431529323
327	0.3428357599
328	0.3426880548
329	0.3423590298
330	0.3422638077
331	0.3421848018
332	0.3421433686
333	0.3418943156
334	0.3418275447
335	0.3417145552
336	0.3415789635
337	0.3414489781
338	0.3412496574
339	0.3410566305
340	0.3410179725
341	0.3409190445
342	0.3408437766
343	0.3407765455
344	0.34069653
345	0.340595706
346	0.3404512082
347	0.3402565767
348	0.3401811164
349	0.3400324586
350	0.3399081835
351	0.3398012385
352	0.3395217705
353	0.3393417189
354	0.3391972456
355	0.3388750266
356	0.3387351572
357	0.3385862001
358	0.3383468023
359	0.3381575809
360	0.3378983146
361	0.3375766964
362	0.3374039609
363	0.3373290936
364	0.3371298682
365	0.3368740924
366	0.3367031099
367	0.3365209327
368	0.3363371128
369	0.3360879028
370	0.3360068226
371	0.335817599
372	0.3355334867
373	0.3354048465
374	0.3352429713
375	0.3350239912
376	0.3348943655
377	0.3348132158
378	0.3346450663
379	0.3345146133
380	0.3343742137
381	0.3341872924
382	0.3339160808
383	0.3338209477
384	0.3337633946
385	0.3336018811
386	0.3334539778
387	0.3331711319
388	0.332939404
389	0.3328234462
390	0.3325493349
391	0.3323429495
392	0.3321971344
393	0.3320250281
394	0.3318885514
395	0.3318151899
396	0.3316854469
397	0.331567276
398	0.3314857343
399	0.3313812767
400	0.3311436418
401	0.3309233081
402	0.3309048911
403	0.3306283648
404	0.330458596
405	0.330262127
406	0.3301584091
407	0.3300242119
408	0.3298910324
409	0.3296525998
410	0.3294749233
411	0.3294010003
412	0.3292505676
413	0.3292084681
414	0.3291216368
415	0.3290451224
416	0.3288314291
417	0.3287419557
418	0.3285606952
419	0.3284437183
420	0.3282434838
421	0.3280242571
422	0.3279682483
423	0.327817794
424	0.3277048765
425	0.327583541
426	0.3274412099
427	0.3272976611
428	0.3272558092
429	0.3270514819
430	0.326797596
431	0.3267334111
432	0.3267272873
433	0.3266204705
434	0.3264558426
435	0.3263482065
436	0.3262663123
437	0.3259488913
438	0.3258692343
439	0.3257828281
440	0.3255293653
441	0.3254033114
442	0.3251690396
443	0.3251053791
444	0.3248582197
445	0.3246645924
446	0.3244965877
447	0.3243220843
448	0.3242701809
449	0.3240844095
450	0.3238949742
451	0.3237766771
452	0.3236404355
453	0.3235250021
454	0.3233987259
455	0.3232778807
456	0.3231722732
457	0.3231080473
458	0.3229480115
459	0.3228000123
460	0.3224906493
461	0.3223263999
462	0.3222594132
463	0.3221117584
464	0.3220881893
465	0.322059996
466	0.3218740887
467	0.3217053109
468	0.3215355391
469	0.3213200147
470	0.3212050283
471	0.321035478
472	0.3207499763
473	0.320511535
474	0.3204027619
475	0.3201942002
476	0.3200872689
477	0.3198674006
478	0.3196574677
479	0.3195544493
480	0.3193901582
481	0.3192172249
482	0.3191012134
483	0.3190167211
484	0.3188962357
485	0.3188364752
486	0.3187873091
487	0.3184957794
488	0.3183756991
489	0.3182305861
490	0.3179637223
491	0.3179107147
492	0.3178879798
493	0.3176121009
494	0.3175094284
495	0.3174014375
496	0.3172201173
497	0.3170957694
498	0.3169893562
499	0.3169215764
500	0.3169161202
501	0.3169079898
502	0.3166979721
503	0.3165807544
504	0.3164599406
505	0.3163501084
506	0.3161625558
507	0.3161570231
508	0.3159866624
509	0.3158890296
510	0.3158158053
511	0.3156799377
512	0.3156199913
513	0.3155563058
514	0.3154161781
515	0.315286537
516	0.3152060481
517	0.3150737763
518	0.3150308892
519	0.3148213453
520	0.3147345854
521	0.3145662011
522	0.3144969287
523	0.3143785118
524	0.3142648306
525	0.3140992613
526	0.3139658621
527	0.3138144964
528	0.3137036274
529	0.3135561226
530	0.3134497189
531	0.3132964121
532	0.3132403491
533	0.3130583496
534	0.3129107295
535	0.312823021
536	0.3126559657
537	0.3126105271
538	0.3125654585
539	0.3123608431
540	0.3122929188
541	0.3121723971
542	0.3121097951
543	0.3118115815
544	0.311672248
545	0.3116063799
546	0.3114110671
547	0.3112985546
548	0.3111731145
549	0.3110294369
550	0.3107804309
551	0.3106567821
552	0.3105377762
553	0.3103761996
554	0.3102601276
555	0.3101834371
556	0.3099803334
557	0.3099146722
558	0.3098293404
559	0.3097362458
560	0.3096472771
561	0.3095710537
562	0.3094452155
563	0.3092949324
564	0.3091526903
565	0.309051508
566	0.3088674425
567	0.3088453376
568	0.3086637391
569	0.3085731476
570	0.3084656603
571	0.3084327075
572	0.3082342925
573	0.3080400024
574	0.3079815088
575	0.3077916877
576	0.3076568168
577	0.3075861278
578	0.3074082735
579	0.3071863746
580	0.3071110402
581	0.3068837894
582	0.3068253052
583	0.3067087937
584	0.3064865505
585	0.3064531129
586	0.3063662767
587	0.3061937561
588	0.3060212258
589	0.3059144108
590	0.305831318
591	0.3056638509
592	0.3055805939
593	0.3055100274
594	0.305330566
595	0.3052372313
596	0.3050438439
597	0.3049490632
598	0.3048613909
599	0.3047293915
600	0.304630034
601	0.3045849365
602	0.3045118342
603	0.3044807039
604	0.3043060362
605	0.3041625055
606	0.304019522
607	0.3037618805
608	0.3036234146
609	0.303531042
610	0.3034459535
611	0.3033270873
612	0.3031662806
613	0.3030658562
614	0.3029196095
615	0.3027739004
616	0.3025324737
617	0.3024080887
618	0.3022527712
619	0.3022006003
620	0.302057866
621	0.3019423411
622	0.3018477013
623	0.3018024002
624	0.3016395314
625	0.3014228195
626	0.301111197
627	0.3009953956
628	0.3007811526
629	0.3006775051
630	0.3006308638
631	0.300528888
632	0.3004150587
633	0.30034561
634	0.3002161127
635	0.3000972027
636	0.3000215534
637	0.2998985899
638	0.2997418896
639	0.2994987665
640	0.2992982564
641	0.2992150855
642	0.2989680371
643	0.2987743454
644	0.2986186898
645	0.2985122183
646	0.2984358666
647	0.2984005484
648	0.2981725606
649	0.2980862281
650	0.2979375549
651	0.2977564048
652	0.2976126732
653	0.2975114459
654	0.2973630481
655	0.2972782456
656	0.2971126358
657	0.2970166049
658	0.2969724884
659	0.2968240361
660	0.296658158
661	0.2964933882
662	0.2964202839
663	0.2962172506
664	0.2960217215
665	0.2959555126
666	0.2958709879
667	0.2957656944
668	0.2956688676
669	0.295467581
670	0.2953711085
671	0.2951217375
672	0.2950228809
673	0.2948148072
674	0.2947371119
675	0.2946360292
676	0.2944001784
677	0.2942952965
678	0.294213902
679	0.294167537
680	0.2941137672
681	0.2937653848
682	0.2936301539
683	0.2935445989
684	0.293349148
685	0.293125026
686	0.2929671856
687	0.2928254555
688	0.2926604933
689	0.2926260121
690	0.2925298286
691	0.2924146547
692	0.2923559262
693	0.2922971436
694	0.2921080117
695	0.2920376617
696	0.2919631971
697	0.291763843
698	0.2915963204
699	0.2914161166
700	0.2912448649
701	0.2908637273
702	0.2907614743
703	0.290603234
704	0.2904414443
705	0.2904250763
706	0.2902135174
707	0.2901108983
708	0.2897627181
709	0.2895603941
710	0.2894932567
711	0.2893161389
712	0.2890215096
713	0.2888910842
714	0.2888072228
715	0.2886458135
716	0.2884934153
717	0.288417462
718	0.2883521219
719	0.288256038
720	0.2881042446
721	0.2879284861
722	0.2877441276
723	0.2875664219
724	0.2875615002
725	0.2875231371
726	0.287468498
727	0.2873115404
728	0.2871963405
729	0.2869939396
730	0.2868947314
731	0.2867928732
732	0.2867791496
733	0.2866101467
734	0.2864958877
735	0.2864081477
736	0.2862939598
737	0.2861528236
738	0.2860677199
739	0.2859415202
740	0.285864144
741	0.2857901483
742	0.2857443234
743	0.2856988025
744	0.285685125
745	0.2854609589
746	0.2852849104
747	0.2852171376
748	0.2851438007
749	0.2851124671
750	0.2849963025
751	0.2849249374
752	0.2848398224
753	0.2845811532
754	0.2842404884
755	0.2840670264
756	0.2839514396
757	0.2838752888
758	0.2836477577
759	0.2836449068
760	0.2835231528
761	0.2834688602
762	0.2832611449
763	0.2829735936
764	0.282853824
765	0.2827681244
766	0.2826614535
767	0.282603695
768	0.2825393545
769	0.2824032568
770	0.2823360347
771	0.2822529476
772	0.2821754949
773	0.2821146393
774	0.2820459423
775	0.2819389284
776	0.2818553017
777	0.2817295265
778	0.2816725538
779	0.281633909
780	0.2815549496
781	0.2815031555
782	0.2813976985
783	0.2813216037
784	0.2811785207
785	0.2810227672
786	0.2808013039
787	0.2806843457
788	0.2805674138
789	0.2803869667
790	0.2802820304
791	0.2801218553
792	0.2800444043
793	0.2798779988
794	0.2796650877
795	0.2796057191
796	0.2793576594
797	0.279317103
798	0.2792063668
799	0.2790848292
800	0.2789740703
801	0.2787657463
802	0.2785953191
803	0.2782833434
804	0.2781879736
805	0.2781145041
806	0.2778882712
807	0.2777061963
808	0.2776140577
809	0.2773357191
810	0.2772702865
811	0.2772139266
812	0.2770058942
813	0.2768369748
814	0.2767465623
815	0.2766455928
816	0.2763537725
817	0.2762692807
818	0.2761963649
819	0.2760629732
820	0.2759589561
821	0.2758203063
822	0.2755123925
823	0.2753308397
824	0.2752272248
825	0.2749926255
826	0.2747889579
827	0.2746164361
828	0.2745900702
829	0.2745372244
830	0.2745176278
831	0.2744644888
832	0.2743344264
833	0.2742416861
834	0.2741477941
835	0.2741013436
836	0.2739398406
837	0.2736527082
838	0.2735901319
839	0.2734434442
840	0.2732926973
841	0.2732107137
842	0.2729994141
843	0.2728539546
844	0.2725371363
845	0.2724403215
846	0.2723662195
847	0.2722295392
848	0.2719979175
849	0.2718434828
850	0.271557977
851	0.2714187837
852	0.2713830627
853	0.27123455
854	0.2710673989
855	0.2708915649
856	0.2707445666
857	0.2705046026
858	0.2704873521
859	0.2704254496
860	0.2704183642
861	0.2703329115
862	0.2701123796
863	0.2698463412
864	0.2696839103
865	0.2696250473
866	0.2695640354
867	0.2694866776
868	0.2693904791
869	0.2693370598
870	0.2691620056
871	0.2691138131
872	0.2690490324
873	0.2689215566
874	0.2686086869
875	0.2684583036
876	0.2683854754
877	0.2683189447
878	0.2682394821
879	0.2681486275
880	0.2680955964
881	0.2680127773
882	0.2678305106
883	0.2676054606
884	0.267467971
885	0.2673745135
886	0.2672695632
887	0.2671814446
888	0.2671795081
889	0.266960299
890	0.2667476599
891	0.2667020294
892	0.2666342942
893	0.2665404948
894	0.266470282
895	0.2663092209
896	0.2661456882
897	0.2660432333
898	0.2658627755
899	0.2657372163
900	0.2656074896
901	0.2655690029
902	0.2653379611
903	0.2652269516
904	0.2651846945
905	0.2650645287
906	0.2649483262
907	0.2648946909
908	0.2648072573
909	0.2646045322
910	0.2644612887
911	0.2643875252
912	0.2642316634
913	0.2641848976
914	0.2640634019
915	0.2639727553
916	0.2639358323
917	0.2637737793
918	0.2637555087
919	0.2636610926
920	0.2635124441
921	0.2634570832
922	0.2633388294
923	0.2632948513
924	0.2629624336
925	0.2629074655
926	0.2628007533
927	0.2627202995
928	0.2625365749
929	0.2624633307
930	0.2623075668
931	0.2621835935
932	0.2621528561
933	0.2619492539
934	0.2617597781
935	0.2616912178
936	0.2615831087
937	0.2615265845
938	0.2614558542
939	0.261346312
940	0.2611516811
941	0.261094164
942	0.260979073
943	0.260858634
944	0.2608031658
945	0.2607519494
946	0.260542087
947	0.260496818
948	0.2603189837
949	0.2601728517
950	0.2600293471
951	0.2599330599
952	0.2598339357
953	0.2597401885
954	0.2596909929
955	0.2595667499
956	0.259270656
957	0.259133523
958	0.2590519052
959	0.2589252124
960	0.2587210634
961	0.2586341917
962	0.2586005439
963	0.2584382627
964	0.2582916871
965	0.2581854898
966	0.2580830649
967	0.2578927733
968	0.2578442404
969	0.2577998585
970	0.2575662537
971	0.2574800223
972	0.2573462177
973	0.2572781341
974	0.2572104388
975	0.2570829559
976	0.2569598096
977	0.2569076924
978	0.2567070135
979	0.2565872122
980	0.2564594921
981	0.2563936727
982	0.2563236838
983	0.2562602638
984	0.256210658
985	0.2559863077
986	0.2559162743
987	0.2557629509
988	0.2555484824
989	0.2553625155
990	0.255319453
991	0.2551454416
992	0.2549624344
993	0.2546639242
994	0.2543941841
995	0.2541213212
996	0.2539782669
997	0.2539248694
998	0.2537123148
999	0.2536676507
