iter	Logloss
149	0.3900383845
150	0.3895833089
151	0.3890846418
152	0.3885163369
153	0.3879876464
154	0.3876072323
155	0.3871772506
156	0.3868905725
157	0.3864243772
158	0.3857679417
159	0.3853937125
160	0.3848023853
161	0.3844972585
162	0.3841598739
163	0.3837634527
164	0.3835617531
165	0.3832915619
166	0.3827342888
167	0.3823728225
168	0.3818324963
169	0.3813756456
170	0.3808635594
171	0.3805956718
172	0.3803209276
173	0.3799182215
174	0.3792551211
175	0.3788683447
176	0.3784970026
177	0.3782658784
178	0.3778482463
179	0.3774897965
180	0.3772254285
181	0.3769803443
182	0.3764679485
183	0.3761491699
184	0.3757826667
185	0.3754815443
186	0.3750337255
187	0.3748689477
188	0.3746172991
189	0.3742693399
190	0.3740808741
191	0.3736949535
192	0.3736265671
193	0.3732971703
194	0.3731009777
195	0.3727173735
196	0.3724377153
197	0.3722130978
198	0.3719415389
199	0.3717100668
200	0.3714827148
201	0.3710087281
202	0.370667625
203	0.3703205134
204	0.3697058596
205	0.3695939544
206	0.3692381274
207	0.3689371489
208	0.3683947911
209	0.3681782998
210	0.367869242
211	0.3675288114
212	0.3673244561
213	0.3671898566
214	0.366874139
215	0.3663931034
216	0.366167075
217	0.3658538219
218	0.3657179853
219	0.3652572378
220	0.3649749416
221	0.3647869566
222	0.3645455415
223	0.3643631166
224	0.3638445273
225	0.3635146485
226	0.363147213
227	0.3628728146
228	0.3627070883
229	0.3623936334
230	0.3619069214
231	0.3615439229
232	0.3613771145
233	0.3612805284
234	0.3610367202
235	0.3609144001
236	0.3606435293
237	0.3604504383
238	0.3602583751
239	0.3599387212
240	0.3597487412
241	0.35941571
242	0.359067651
243	0.3588289864
244	0.3584281707
245	0.3582243498
246	0.3582093588
247	0.3580328477
248	0.3578094692
249	0.3575748386
250	0.3574425858
251	0.3570902801
252	0.3569214369
253	0.3568388651
254	0.3566894315
255	0.3565017432
256	0.3561131612
257	0.3559110731
258	0.3555888328
259	0.3551706752
260	0.354936953
261	0.3547581024
262	0.3545789232
263	0.354423039
264	0.3541683238
265	0.3539095919
266	0.3536894076
267	0.3534004017
268	0.353258051
269	0.3529328301
270	0.3526814059
271	0.3524457774
272	0.352128968
273	0.3519566423
274	0.3518738971
275	0.3515866153
276	0.3515052145
277	0.3513360096
278	0.3510662168
279	0.3508215901
280	0.3506743814
281	0.3504199446
282	0.3501647022
283	0.3500260668
284	0.3497378083
285	0.3496101531
286	0.3492729101
287	0.3490652569
288	0.3488569489
289	0.3485236528
290	0.3484295817
291	0.3481843879
292	0.3479983009
293	0.3478201933
294	0.3474907863
295	0.3472763104
296	0.3470911002
297	0.3467847647
298	0.3463589655
299	0.3461264667
300	0.3458685245
301	0.3457291535
302	0.3456450815
303	0.3454573941
304	0.3452358434
305	0.3449021796
306	0.3448623008
307	0.3445469074
308	0.3444161047
309	0.3443118052
310	0.3441792064
311	0.3440665016
312	0.344022227
313	0.3437578031
314	0.3436270387
315	0.3434689667
316	0.3431306839
317	0.3431182337
318	0.3429903059
319	0.3427739444
320	0.3426260875
321	0.3423512065
322	0.3422440707
323	0.3420513066
324	0.3419410713
325	0.3416101482
326	0.3413937918
327	0.3412612316
328	0.3408822914
329	0.3407257375
330	0.3404750459
331	0.3402898307
332	0.3401508891
333	0.3399916444
334	0.3397123463
335	0.3396001606
336	0.3394633096
337	0.3393146918
338	0.3393053203
339	0.3391086354
340	0.3388592086
341	0.3385514357
342	0.3384272168
343	0.3382734553
344	0.3381424702
345	0.3379955028
346	0.3378895829
347	0.3375759391
348	0.3374187671
349	0.3372919721
350	0.3371352698
351	0.336854769
352	0.3364926379
353	0.3363619488
354	0.3361981779
355	0.3360912908
356	0.3359027906
357	0.3357018067
358	0.3355562324
359	0.3353910896
360	0.3352163319
361	0.3350662551
362	0.3348935185
363	0.3347766399
364	0.3346108538
365	0.3344756431
366	0.3344728515
367	0.3343474801
368	0.3342265807
369	0.3340914593
370	0.3339968926
371	0.3338538374
372	0.3336634614
373	0.3333767156
374	0.3330868817
375	0.3328769085
376	0.3327391592
377	0.3326530317
378	0.3324409618
379	0.3322098011
380	0.3320108323
381	0.3317656898
382	0.3316441175
383	0.3315496137
384	0.3314763548
385	0.3313647407
386	0.3312222226
387	0.3311403503
388	0.3310894309
389	0.3308684783
390	0.3307755271
391	0.3306077122
392	0.3305024094
393	0.3303286384
394	0.3301375813
395	0.3298589646
396	0.3297010363
397	0.3294428471
398	0.3291871604
399	0.3289681742
400	0.3287844082
401	0.3285872482
402	0.3283436129
403	0.3282366418
404	0.3280789543
405	0.3277886829
406	0.3276520881
407	0.3275199191
408	0.3273716932
409	0.3269706426
410	0.3268147287
411	0.326751625
412	0.326510607
413	0.3263574041
414	0.3258960864
415	0.3256673961
416	0.325420511
417	0.3252006851
418	0.3250495461
419	0.3248986021
420	0.3248200988
421	0.3246986087
422	0.3246553093
423	0.3245351607
424	0.3243525235
425	0.324298662
426	0.3242092116
427	0.324092035
428	0.3239080154
429	0.3238274847
430	0.3236176613
431	0.323495498
432	0.3234834301
433	0.3234590714
434	0.3232759161
435	0.3231455357
436	0.32301594
437	0.3228647355
438	0.3227931863
439	0.3225909918
440	0.3223908441
441	0.3223637676
442	0.32229986
443	0.3220575535
444	0.3219917469
445	0.3218682906
446	0.3217253813
447	0.3216191199
448	0.3214614039
449	0.3212890338
450	0.3212440288
451	0.3211433072
452	0.3210818942
453	0.320994009
454	0.3208693839
455	0.3207543568
456	0.3206094394
457	0.3204050687
458	0.3202439468
459	0.3201291549
460	0.3199532758
461	0.3197319691
462	0.3193840228
463	0.3193080962
464	0.3190789087
465	0.3188260908
466	0.3187154513
467	0.3186206181
468	0.3184008143
469	0.3181391902
470	0.3180003375
471	0.3178873766
472	0.3176377611
473	0.3175376599
474	0.3173314567
475	0.3171918902
476	0.3171411138
477	0.31705623
478	0.3168442717
479	0.3166444064
480	0.3165217939
481	0.3163495933
482	0.3162611266
483	0.3161396644
484	0.3160383277
485	0.3160318946
486	0.3158882994
487	0.315777605
488	0.3157133402
489	0.3156954145
490	0.3155462388
491	0.3153945335
492	0.3152665023
493	0.3151773037
494	0.3150683104
495	0.3150009362
496	0.3147990441
497	0.3146489952
498	0.3145609688
499	0.3143196309
500	0.3141580268
501	0.314054236
502	0.3139758579
503	0.3139256365
504	0.3138368263
505	0.3137308413
506	0.3135300564
507	0.3134528281
508	0.313298629
509	0.3132631515
510	0.3130741202
511	0.3128922617
512	0.3128106045
513	0.3126200863
514	0.3125846988
515	0.3122899088
516	0.3121429631
517	0.3121318025
518	0.3119616206
519	0.3118220661
520	0.3117163186
521	0.3115656729
522	0.3114613155
523	0.3112892806
524	0.3112358918
525	0.3109878135
526	0.310812056
527	0.3107337317
528	0.3105737025
529	0.3105352971
530	0.3104114273
531	0.3102768934
532	0.3100836545
533	0.3099671508
534	0.3098547671
535	0.3098422799
536	0.3097773875
537	0.3096737542
538	0.3096661039
539	0.3094658336
540	0.3093917315
541	0.3092637297
542	0.3090073036
543	0.3088879131
544	0.3086570239
545	0.308564862
546	0.3084920175
547	0.3083212237
548	0.3081163204
549	0.3080416535
550	0.308007809
551	0.3078791656
552	0.3078200273
553	0.3076961323
554	0.3076051334
555	0.307360575
556	0.3072150648
557	0.3071088389
558	0.3070969849
559	0.3069945622
560	0.3068667261
561	0.3067704989
562	0.3064999126
563	0.3063062714
564	0.3061206683
565	0.3060390776
566	0.3059705402
567	0.3059134353
568	0.3058262127
569	0.3056617159
570	0.3055795349
571	0.3054887488
572	0.3052919549
573	0.3052055377
574	0.3051010183
575	0.3049226988
576	0.3048471136
577	0.304662653
578	0.3044601238
579	0.3044357411
580	0.3043014139
581	0.304016533
582	0.3039321527
583	0.3038532823
584	0.3037363867
585	0.3035758875
586	0.3033265902
587	0.3032064182
588	0.3030496189
589	0.3028557189
590	0.3028059994
591	0.3025856841
592	0.3023882343
593	0.3021364943
594	0.3020650174
595	0.3020472886
596	0.3018115174
597	0.3016881745
598	0.3015528358
599	0.3012641464
600	0.3010554734
601	0.3008795562
602	0.3007470963
603	0.3004249346
604	0.3003274157
605	0.3001260089
606	0.3000699897
607	0.2999344716
608	0.2996753321
609	0.299409217
610	0.2993264227
611	0.2990806573
612	0.2990379578
613	0.2989362434
614	0.2987936064
615	0.2985038246
616	0.2984430077
617	0.2982974538
618	0.2980642646
619	0.2979467492
620	0.2978463874
621	0.2977942838
622	0.2976168098
623	0.2974607621
624	0.297384518
625	0.2972741727
626	0.2970739037
627	0.2969134899
628	0.2967990616
629	0.29671731
630	0.2966731376
631	0.2965253416
632	0.2965172464
633	0.2964126867
634	0.2963890885
635	0.2962705365
636	0.296189565
637	0.2957615778
638	0.295664643
639	0.2954740367
640	0.2954429996
641	0.2953087458
642	0.2950472623
643	0.2949222648
644	0.2947902127
645	0.2945786003
646	0.2945402435
647	0.2942763999
648	0.2942311331
649	0.2940803774
650	0.293935594
651	0.2938916438
652	0.2935927901
653	0.2933609736
654	0.2932406439
655	0.2930815579
656	0.2930007039
657	0.2929278787
658	0.2928089634
659	0.2926416884
660	0.292567778
661	0.2924017973
662	0.2922172656
663	0.2919771993
664	0.2917853008
665	0.2915939763
666	0.2915211013
667	0.2914176383
668	0.2912996716
669	0.2911223607
670	0.2910602973
671	0.290927685
672	0.2907911552
673	0.2907011884
674	0.2904969196
675	0.2903401346
676	0.2902618482
677	0.2902542922
678	0.2902193347
679	0.2901087021
680	0.290029675
681	0.2897653713
682	0.2897383734
683	0.2896808253
684	0.2896043977
685	0.2894965776
686	0.2893060839
687	0.2892727799
688	0.2892085034
689	0.2891081644
690	0.2889131018
691	0.2888557002
692	0.2887185098
693	0.2886033892
694	0.2885597586
695	0.2884924986
696	0.2883828438
697	0.2883292976
698	0.2883182229
699	0.288154078
700	0.2880805121
701	0.2879573403
702	0.2877995785
703	0.2877055398
704	0.2876032564
705	0.28746811
706	0.2873419
707	0.2872797146
708	0.2871930112
709	0.2871067052
710	0.2869564211
711	0.2868342923
712	0.2866955355
713	0.2865648009
714	0.2863852515
715	0.2860985852
716	0.2859393712
717	0.285864972
718	0.285802876
719	0.2856373395
720	0.2855575478
721	0.2852727437
722	0.285232394
723	0.285051959
724	0.2849854778
725	0.2849004253
726	0.2848293464
727	0.2846943216
728	0.2845269763
729	0.2841836893
730	0.2840035894
731	0.2838994992
732	0.2837884436
733	0.2835758924
734	0.2833419179
735	0.2831658763
736	0.2830099545
737	0.2829573109
738	0.2828804017
739	0.2825793944
740	0.2825455898
741	0.2824847804
742	0.282358317
743	0.2822743492
744	0.2820901686
745	0.2819060619
746	0.2816518873
747	0.2815185033
748	0.2814297992
749	0.2812749584
750	0.2811820576
751	0.2810778455
752	0.2810004477
753	0.2808590968
754	0.2806759724
755	0.280528007
756	0.2804711505
757	0.2803469517
758	0.28026619
759	0.2801302557
760	0.2800814264
761	0.2799136065
762	0.2798490728
763	0.2797904081
764	0.2796671377
765	0.2795695288
766	0.2793893029
767	0.2793391102
768	0.2790505671
769	0.2789566396
770	0.2788297638
771	0.2787775056
772	0.2786080552
773	0.2784879811
774	0.278367193
775	0.2782586449
776	0.2780856202
777	0.277939438
778	0.277784887
779	0.2776907186
780	0.2775893949
781	0.2773871552
782	0.2772891738
783	0.277146734
784	0.2768921066
785	0.2766451157
786	0.276319792
787	0.2762467689
788	0.2759021232
789	0.275735143
790	0.2754715682
791	0.2753918376
792	0.2752127021
793	0.2751291143
794	0.2749787274
795	0.2748028508
796	0.2747160736
797	0.2746023109
798	0.2745555795
799	0.2743759936
800	0.2742956416
801	0.2741924354
802	0.2741473874
803	0.2739284493
804	0.2737473453
805	0.2736436706
806	0.2735932582
807	0.2733969948
808	0.2733569355
809	0.2733108457
810	0.272972921
811	0.2728562213
812	0.2727453575
813	0.2725656276
814	0.2725005234
815	0.2724176519
816	0.2722984347
817	0.2722236936
818	0.2720218794
819	0.2719226626
820	0.2718364972
821	0.2717400448
822	0.2716350359
823	0.2715599393
824	0.2714617428
825	0.2714363068
826	0.2713919039
827	0.2713182933
828	0.2712112623
829	0.2708705854
830	0.2706312554
831	0.2705320155
832	0.2703355716
833	0.270245805
834	0.2701911262
835	0.2700930897
836	0.2699122197
837	0.2698473542
838	0.2697124964
839	0.2695615314
840	0.2695214649
841	0.2693506064
842	0.26922825
843	0.2692004169
844	0.2691357147
845	0.2688915779
846	0.2687198629
847	0.2684899621
848	0.2684089328
849	0.2683585246
850	0.2682106621
851	0.2681366462
852	0.2680573172
853	0.2679615803
854	0.2678885037
855	0.2678541038
856	0.2677886853
857	0.2676942552
858	0.2675149422
859	0.2673940204
860	0.2672794658
861	0.2671182056
862	0.2669903862
863	0.2668807323
864	0.266842311
865	0.2664925901
866	0.2662524042
867	0.2661416399
868	0.2659733197
869	0.2657757037
870	0.2657289962
871	0.2656660706
872	0.2653923518
873	0.2652694459
874	0.2651575457
875	0.2650673139
876	0.2649743121
877	0.264724915
878	0.264385538
879	0.2641409392
880	0.2640545804
881	0.2639854705
882	0.2638882992
883	0.2638494851
884	0.2636658403
885	0.2635653375
886	0.2633914254
887	0.263349137
888	0.2631281898
889	0.262960721
890	0.2627978631
891	0.2626512609
892	0.2626002041
893	0.262500498
894	0.2624477411
895	0.2623612554
896	0.2622644156
897	0.2620059832
898	0.2618521529
899	0.261813779
900	0.2616798399
901	0.2615687971
902	0.2614866568
903	0.2614212449
904	0.2613726338
905	0.2613050443
906	0.2611304476
907	0.2610735639
908	0.2609730312
909	0.2609014037
910	0.2608511976
911	0.2605710086
912	0.260523647
913	0.2604672695
914	0.2604100148
915	0.2603025701
916	0.2602193646
917	0.2601381656
918	0.260094007
919	0.2599458353
920	0.2598346862
921	0.2596965879
922	0.2596567101
923	0.2595635227
924	0.2595070919
925	0.2592962247
926	0.2592302493
927	0.2591886754
928	0.2590500339
929	0.2589912149
930	0.2589288628
931	0.2588367516
932	0.2587399311
933	0.2586926371
934	0.2585515817
935	0.2584981574
936	0.2584266865
937	0.2583230104
938	0.2581717427
939	0.2579141336
940	0.2578362704
941	0.2577932148
942	0.2576296477
943	0.2574655955
944	0.2574098335
945	0.2573737482
946	0.257276323
947	0.2572188408
948	0.2571670692
949	0.2571376252
950	0.2568212508
951	0.2567101271
952	0.2565342401
953	0.2563405015
954	0.2562529244
955	0.256101047
956	0.2559491899
957	0.2557818151
958	0.2556850175
959	0.2555964137
960	0.2555102572
961	0.2553889121
962	0.2553342059
963	0.2552032815
964	0.2551294756
965	0.2550354643
966	0.2549117633
967	0.254712228
968	0.2546604464
969	0.2546110573
970	0.2544485514
971	0.2543708432
972	0.2541623361
973	0.2539816576
974	0.2537415035
975	0.2537017936
976	0.2535668017
977	0.2533862896
978	0.2532888031
979	0.2532525882
980	0.2530994116
981	0.2528583776
982	0.2527920331
983	0.2527538651
984	0.2526478184
985	0.2525916515
986	0.2524686761
987	0.2523457953
988	0.2522961126
989	0.2520962951
990	0.2520158755
991	0.2519147478
992	0.2518531867
993	0.2518048858
994	0.2515579408
995	0.2513478458
996	0.2512889724
997	0.2510725877
998	0.2510141221
999	0.2509186964
