iter	Passed	Remaining
199	432	1729
200	433	1723
201	435	1719
202	436	1715
203	438	1710
204	441	1711
205	443	1708
206	445	1705
207	446	1700
208	448	1695
209	449	1691
210	450	1686
211	452	1681
212	453	1676
213	455	1671
214	457	1668
215	458	1665
216	460	1660
217	461	1656
218	463	1651
219	464	1647
220	466	1643
221	467	1639
222	469	1634
223	470	1630
224	472	1626
225	474	1623
226	475	1620
227	477	1616
228	478	1612
229	480	1608
230	481	1603
231	483	1599
232	484	1595
233	485	1589
234	488	1591
235	490	1589
236	492	1585
237	493	1581
238	495	1576
239	496	1572
240	497	1568
241	499	1564
242	500	1560
243	503	1558
244	504	1555
245	506	1551
246	506	1545
247	508	1541
248	509	1537
249	511	1533
250	512	1529
251	513	1525
252	515	1521
253	516	1517
254	518	1515
255	519	1511
256	521	1507
257	522	1503
258	524	1499
259	525	1495
260	526	1491
261	528	1487
262	529	1483
263	531	1480
264	532	1476
265	533	1472
266	535	1470
267	536	1466
268	538	1463
269	539	1459
270	541	1456
271	542	1452
272	544	1448
273	545	1446
274	547	1442
275	548	1439
276	549	1435
277	551	1432
278	553	1430
279	555	1427
280	556	1424
281	558	1421
282	559	1417
283	560	1414
284	562	1411
285	563	1407
286	565	1404
287	567	1403
288	569	1400
289	570	1397
290	571	1393
291	573	1391
292	575	1388
293	577	1385
294	578	1382
295	580	1379
296	583	1380
297	585	1379
298	587	1376
299	588	1373
300	590	1371
301	593	1370
302	594	1368
303	598	1370
304	600	1369
305	603	1367
306	604	1365
307	606	1362
308	608	1360
309	609	1357
310	611	1354
311	612	1350
312	614	1349
313	616	1347
314	619	1346
315	621	1345
316	623	1342
317	624	1338
318	626	1336
319	627	1334
320	629	1332
321	633	1333
322	635	1331
323	638	1331
324	640	1330
325	642	1327
326	644	1325
327	647	1325
328	650	1326
329	652	1325
330	654	1322
331	656	1319
332	657	1317
333	659	1314
334	665	1321
335	671	1327
336	674	1327
337	677	1326
338	678	1322
339	680	1321
340	682	1319
341	684	1317
342	686	1315
343	689	1313
344	693	1316
345	696	1315
346	698	1314
347	700	1312
348	702	1310
349	704	1307
350	705	1305
351	707	1302
352	710	1302
353	712	1300
354	714	1297
355	715	1294
356	717	1291
357	718	1289
358	722	1289
359	725	1289
360	727	1287
361	729	1285
362	731	1282
363	733	1281
364	735	1278
365	737	1276
366	738	1273
367	742	1275
368	745	1274
369	746	1271
370	748	1268
371	750	1266
372	752	1264
373	753	1261
374	757	1262
375	759	1260
376	761	1258
377	763	1255
378	765	1253
379	766	1251
380	768	1248
381	770	1246
382	773	1246
383	775	1244
384	777	1241
385	779	1239
386	780	1236
387	782	1234
388	784	1231
389	786	1229
390	789	1230
391	792	1229
392	795	1227
393	797	1225
394	798	1223
395	800	1220
396	801	1218
397	803	1215
398	805	1213
399	808	1212
400	809	1209
401	811	1206
402	812	1203
403	813	1200
404	815	1197
405	816	1195
406	820	1196
407	822	1193
408	824	1190
409	825	1187
410	826	1185
411	828	1182
412	829	1179
413	831	1176
414	832	1173
415	834	1171
416	836	1169
417	838	1167
418	840	1165
419	842	1162
420	843	1160
421	844	1157
422	846	1154
423	847	1151
424	849	1148
425	851	1147
426	853	1144
427	854	1142
428	856	1139
429	857	1136
430	858	1133
431	860	1131
432	861	1127
433	862	1124
434	863	1121
435	865	1119
436	866	1116
437	869	1115
438	871	1113
439	873	1111
440	874	1108
441	875	1105
442	877	1102
443	878	1099
444	879	1097
445	881	1094
446	882	1092
447	884	1089
448	885	1086
449	886	1083
450	887	1080
451	889	1078
452	890	1075
453	891	1072
454	893	1069
455	894	1067
456	895	1064
457	897	1061
458	899	1059
459	900	1057
460	901	1054
461	903	1052
462	905	1049
463	906	1047
464	908	1044
465	909	1042
466	910	1039
467	912	1036
468	913	1034
469	915	1031
470	916	1029
471	917	1026
472	919	1024
473	920	1021
474	922	1019
475	923	1016
476	925	1014
477	926	1011
478	927	1009
479	929	1006
480	931	1004
481	932	1002
482	933	999
483	935	997
484	936	994
485	937	991
486	938	988
487	939	985
488	941	983
489	942	980
490	943	978
491	944	975
492	946	973
493	948	971
494	950	969
495	951	966
496	952	964
497	954	961
498	955	959
499	956	956
500	958	954
501	959	951
502	960	949
503	962	946
504	963	944
505	964	942
506	966	939
507	967	937
508	968	934
509	970	932
510	971	929
511	972	927
512	974	924
513	975	922
514	976	920
515	978	917
516	979	915
517	980	912
518	982	910
519	983	907
520	984	905
521	986	903
522	987	900
523	988	898
524	990	895
525	991	893
526	992	891
527	994	888
528	995	886
529	996	884
530	998	881
531	999	879
532	1000	876
533	1002	874
534	1003	872
535	1004	869
536	1005	867
537	1007	864
538	1008	862
539	1009	860
540	1011	857
541	1012	855
542	1014	853
543	1015	851
544	1016	849
545	1018	846
546	1019	844
547	1021	842
548	1022	839
549	1023	837
550	1025	835
551	1027	833
552	1028	831
553	1029	828
554	1031	826
555	1032	824
556	1033	822
557	1035	819
558	1035	817
559	1037	814
560	1038	812
561	1039	810
562	1041	808
563	1042	806
564	1044	804
565	1045	801
566	1047	799
567	1048	797
568	1049	795
569	1051	792
570	1052	790
571	1053	788
572	1054	786
573	1056	783
574	1057	781
575	1059	779
576	1060	777
577	1061	775
578	1063	772
579	1063	770
580	1065	768
581	1066	766
582	1067	763
583	1069	761
584	1070	759
585	1071	757
586	1072	754
587	1075	753
588	1076	751
589	1077	748
590	1079	746
591	1080	744
592	1081	742
593	1083	740
594	1084	738
595	1085	735
596	1086	733
597	1087	731
598	1089	729
599	1090	727
600	1092	725
601	1093	722
602	1094	720
603	1095	718
604	1097	716
605	1098	714
606	1099	711
607	1100	709
608	1102	707
609	1103	705
610	1104	703
611	1106	701
612	1107	699
613	1108	697
614	1110	694
615	1111	692
616	1112	690
617	1114	688
618	1115	686
619	1116	684
620	1117	682
621	1118	680
622	1120	677
623	1121	675
624	1122	673
625	1124	671
626	1125	669
627	1126	667
628	1127	665
629	1129	663
630	1130	661
631	1131	658
632	1132	656
633	1133	654
634	1134	652
635	1136	650
636	1137	648
637	1138	646
638	1140	644
639	1141	642
640	1143	640
641	1144	638
642	1145	636
643	1146	633
644	1148	631
645	1149	629
646	1150	627
647	1152	625
648	1153	623
649	1154	621
650	1156	619
651	1157	617
652	1158	615
653	1160	613
654	1161	611
655	1162	609
656	1164	607
657	1165	605
658	1166	603
659	1167	601
660	1168	599
661	1170	597
662	1171	595
663	1173	593
664	1174	591
665	1175	589
666	1177	587
667	1178	585
668	1179	583
669	1180	581
670	1182	579
671	1183	577
672	1184	575
673	1185	573
674	1187	571
675	1188	569
676	1189	567
677	1190	565
678	1192	563
679	1193	561
680	1194	559
681	1195	557
682	1197	555
683	1198	553
684	1199	551
685	1200	549
686	1202	547
687	1203	545
688	1205	543
689	1206	541
690	1207	539
691	1208	538
692	1210	536
693	1211	534
694	1212	532
695	1213	530
696	1215	528
697	1216	526
698	1218	524
699	1219	522
700	1221	520
701	1223	519
702	1224	517
703	1226	515
704	1227	513
705	1228	511
706	1230	509
707	1231	507
708	1232	505
709	1235	504
710	1237	502
711	1239	501
712	1240	499
713	1242	497
714	1243	495
715	1245	493
716	1246	491
717	1247	490
718	1249	488
719	1251	486
720	1253	484
721	1255	483
722	1256	481
723	1258	479
724	1259	477
725	1261	475
726	1262	474
727	1263	472
728	1265	470
729	1267	468
730	1268	466
731	1269	464
732	1271	463
733	1272	461
734	1274	459
735	1275	457
736	1276	455
737	1277	453
738	1279	451
739	1280	449
740	1282	448
741	1284	446
742	1285	444
743	1286	442
744	1288	440
745	1289	439
746	1290	437
747	1292	435
748	1293	433
749	1294	431
750	1296	429
751	1297	428
752	1299	426
753	1300	424
754	1302	422
755	1303	420
756	1305	418
757	1306	417
758	1307	415
759	1308	413
760	1309	411
761	1311	409
762	1312	407
763	1314	405
764	1315	404
765	1316	402
766	1318	400
767	1319	398
768	1320	396
769	1322	394
770	1323	393
771	1324	391
772	1325	389
773	1327	387
774	1328	385
775	1329	383
776	1331	382
777	1332	380
778	1333	378
779	1335	376
780	1336	374
781	1337	372
782	1338	371
783	1340	369
784	1341	367
785	1342	365
786	1344	363
787	1345	362
788	1346	360
789	1348	358
790	1349	356
791	1350	354
792	1352	352
793	1353	351
794	1354	349
795	1356	347
796	1357	345
797	1358	343
798	1360	342
799	1361	340
800	1363	338
801	1364	336
802	1365	335
803	1367	333
804	1368	331
805	1369	329
806	1371	327
807	1372	326
808	1373	324
809	1374	322
810	1376	320
811	1377	318
812	1378	317
813	1380	315
814	1381	313
815	1382	311
816	1383	309
817	1385	308
818	1386	306
819	1387	304
820	1388	302
821	1390	301
822	1391	299
823	1392	297
824	1394	295
825	1395	293
826	1396	292
827	1397	290
828	1399	288
829	1400	286
830	1401	285
831	1403	283
832	1404	281
833	1405	279
834	1406	277
835	1408	276
836	1419	276
837	1422	274
838	1425	273
839	1428	272
840	1431	270
841	1433	268
842	1435	267
843	1437	265
844	1439	264
845	1441	262
846	1443	260
847	1445	259
848	1447	257
849	1448	255
850	1450	253
851	1452	252
852	1453	250
853	1454	248
854	1456	246
855	1458	245
856	1459	243
857	1461	241
858	1462	240
859	1463	238
860	1464	236
861	1466	234
862	1467	232
863	1468	231
864	1469	229
865	1471	227
866	1472	225
867	1473	224
868	1475	222
869	1476	220
870	1478	218
871	1479	217
872	1480	215
873	1481	213
874	1483	211
875	1484	210
876	1485	208
877	1486	206
878	1487	204
879	1489	203
880	1490	201
881	1492	199
882	1493	197
883	1494	196
884	1496	194
885	1497	192
886	1498	190
887	1499	189
888	1501	187
889	1502	185
890	1503	183
891	1504	182
892	1506	180
893	1507	178
894	1508	177
895	1510	175
896	1511	173
897	1512	171
898	1513	170
899	1515	168
900	1516	166
901	1517	164
902	1518	163
903	1520	161
904	1521	159
905	1522	158
906	1524	156
907	1525	154
908	1526	152
909	1528	151
910	1529	149
911	1530	147
912	1531	145
913	1533	144
914	1534	142
915	1535	140
916	1536	139
917	1538	137
918	1539	135
919	1540	133
920	1542	132
921	1543	130
922	1544	128
923	1545	127
924	1547	125
925	1548	123
926	1549	122
927	1551	120
928	1552	118
929	1553	116
930	1555	115
931	1556	113
932	1557	111
933	1559	110
934	1560	108
935	1561	106
936	1562	105
937	1564	103
938	1565	101
939	1566	100
940	1567	98
941	1569	96
942	1570	94
943	1572	93
944	1573	91
945	1574	89
946	1575	88
947	1577	86
948	1578	84
949	1579	83
950	1581	81
951	1582	79
952	1584	78
953	1585	76
954	1587	74
955	1588	73
956	1590	71
957	1591	69
958	1592	68
959	1594	66
960	1595	64
961	1596	63
962	1597	61
963	1599	59
964	1600	58
965	1602	56
966	1603	54
967	1604	53
968	1606	51
969	1607	49
970	1608	48
971	1610	46
972	1611	44
973	1612	43
974	1613	41
975	1615	39
976	1616	38
977	1617	36
978	1619	34
979	1620	33
980	1621	31
981	1623	29
982	1624	28
983	1625	26
984	1626	24
985	1628	23
986	1629	21
987	1630	19
988	1631	18
989	1633	16
990	1634	14
991	1635	13
992	1636	11
993	1638	9
994	1640	8
995	1641	6
996	1642	4
997	1644	3
998	1645	1
999	1646	0
